,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,ITI,saveTime
105,comp,Free,prime_left.png,target_both.png,,d,l,5.0,2,142,False,0.0823246208315,0,0.0,67.0,0.00949702547223
106,incomp,Free,prime_right.png,target_both.png,,l,l,5.0,2,149,True,0.223269391774,0,0.0,59.0,0.0100721062868
107,comp,Free,prime_right.png,target_both.png,,l,l,5.0,2,145,True,0.168832913628,0,0.0,25.0,0.0102437294072
108,incomp,Free,,target_both.png,,space,space,-5.0,2,114,True,0.20681446189,0,0.0,30.0,0.00947081096228
109,comp,Cued,prime_left.png,target_left.png,,d,l,5.0,2,104,False,0.0408848052512,0,0.0,35.0,0.00947818379314
110,comp,Free,prime_right.png,target_both.png,,l,l,-5.0,2,150,True,0.164760653331,0,0.0,40.0,0.00934014801373
111,comp,Cued,,target_right.png,,space,space,5.0,2,136,True,0.188563838066,0,0.0,23.0,0.00944951167276
112,comp,Cued,prime_right.png,target_right.png,,l,d,5.0,2,102,False,0.490678284064,0,0.0,46.0,0.00951709595665
113,comp,Free,prime_left.png,target_both.png,,d,d,-5.0,2,140,True,0.106218327547,0,0.0,46.0,0.00939011942341
114,comp,Free,,target_both.png,,space,space,-5.0,2,141,True,0.165921874206,0,0.0,50.0,0.00941264751805
115,incomp,Cued,,target_left.png,,space,space,5.0,2,104,True,0.137899382157,0,0.0,37.0,0.00946057091937
116,comp,Cued,prime_right.png,target_right.png,,l,d,-5.0,2,122,False,0.0378332724395,0,0.0,26.0,0.00949989268452
117,incomp,Free,,target_both.png,,space,space,5.0,2,116,True,0.144027843086,0,0.0,39.0,0.00959737789367
118,incomp,Cued,prime_right.png,target_left.png,,l,l,-5.0,2,127,True,0.101880235734,0,0.0,34.0,0.00984150051841
119,comp,Cued,prime_left.png,target_left.png,,d,l,5.0,2,134,False,0.0637414004118,0,0.0,23.0,0.00948146060705
120,incomp,Free,prime_right.png,target_both.png,,l,l,-5.0,2,148,True,0.243721624841,0,0.0,53.0,0.00953716644085
121,comp,Cued,prime_left.png,target_left.png,,d,l,-5.0,2,140,False,0.0366548482916,0,0.0,28.0,0.0095097231258
122,comp,Cued,prime_right.png,target_right.png,,l,l,-5.0,2,123,True,0.158726810399,0,0.0,60.0,0.00963260364165
123,incomp,Cued,prime_left.png,target_right.png,,d,d,5.0,2,132,True,0.108401914315,0,0.0,26.0,0.00961171395375
124,comp,Cued,prime_right.png,target_right.png,,l,d,5.0,2,146,False,0.628240564005,0,0.0,72.0,0.00961949638645
125,incomp,Cued,prime_right.png,target_left.png,,l,l,5.0,2,139,True,0.349357089141,0,0.0,48.0,0.00965226452399
126,comp,Free,,target_both.png,,space,space,-5.0,2,116,True,0.11714936864,0,0.0,66.0,0.00960024510573
127,comp,Free,,target_both.png,,space,space,-5.0,2,150,True,0.10065511699,0,0.0,48.0,0.0101585322495
128,incomp,Free,prime_left.png,target_both.png,,d,d,5.0,2,111,True,0.0105902524624,0,0.0,58.0,
