,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,delay1,delay2,ITI,saveTime
129,incomp,Cued,prime_right.png,target_left.png,blue,d,d,5.0,3,102,True,0.664852424728,4,1.141,54.0,94.0,39.0,0.00439269086837
130,incomp,Cued,prime_left.png,target_right.png,green,l,l,5.0,3,119,True,0.429616268302,5,5.594,57.0,84.0,39.0,0.0043712537713
131,comp,Cued,prime_left.png,target_left.png,red,d,d,5.0,3,132,True,0.464362357379,2,2.102,43.0,98.0,44.0,0.0043570899752
132,comp,Free,prime_left.png,target_both.png,red,dl,d,-5.0,3,123,True,0.360834193998,1,1.021,53.0,98.0,33.0,0.00439422208956
133,incomp,Cued,prime_left.png,target_right.png,green,l,l,-5.0,3,130,True,0.442032175546,5,10.917,38.0,111.0,24.0,0.00445240849604
134,comp,Free,prime_right.png,target_both.png,yellow,dl,l,5.0,3,150,True,0.633510623229,7,2.812,51.0,80.0,62.0,0.00445432252263
135,incomp,Cued,prime_left.png,target_right.png,green,l,l,5.0,3,150,True,0.715331429004,7,0.931,49.0,92.0,44.0,0.00441872162946
136,incomp,Cued,prime_left.png,target_right.png,green,l,l,5.0,3,110,True,0.991722600913,3,5.734,46.0,120.0,23.0,0.00444590080588
137,comp,Cued,prime_left.png,target_left.png,red,d,d,5.0,3,100,True,0.403977883034,3,2.232,50.0,108.0,34.0,0.00443097139896
138,comp,Cued,prime_right.png,target_right.png,yellow,l,l,-5.0,3,144,True,0.294316413085,1,2.072,53.0,83.0,72.0,0.00451327453948
139,comp,Cued,prime_right.png,target_right.png,yellow,l,l,5.0,3,115,True,0.384938295625,1,1.331,41.0,121.0,49.0,0.00483062013654
140,comp,Cued,prime_left.png,target_left.png,red,d,d,-5.0,3,110,True,0.409960747143,4,0.751,44.0,111.0,62.0,0.00447269717733
141,comp,Cued,prime_left.png,target_left.png,red,d,d,-5.0,3,124,True,0.92100850823,4,2.112,43.0,98.0,43.0,0.00466831068798
142,comp,Cued,prime_left.png,target_left.png,red,d,d,-5.0,3,135,True,0.357339947179,4,2.252,51.0,95.0,50.0,0.00450408721235
143,incomp,Free,prime_left.png,target_both.png,green,dl,l,5.0,3,123,True,0.551749152277,4,1.722,38.0,101.0,48.0,0.00452093064541
144,incomp,Free,prime_left.png,target_both.png,green,dl,l,5.0,3,122,True,0.472372175558,3,0.751,48.0,112.0,66.0,0.0044795876729
145,incomp,Free,prime_left.png,target_both.png,green,dl,l,5.0,3,113,True,0.447813684063,4,0.461,40.0,98.0,53.0,0.0046468735909
146,comp,Cued,prime_left.png,target_left.png,red,d,d,-5.0,3,119,True,0.409185183598,5,0.851,39.0,87.0,72.0,0.00454810982228
147,incomp,Free,prime_right.png,target_both.png,blue,dl,d,-5.0,3,127,True,0.454235625846,3,0.851,49.0,101.0,33.0,0.00452896955676
148,comp,Cued,prime_right.png,target_right.png,yellow,l,l,5.0,3,120,True,0.405594469848,5,2.202,40.0,105.0,69.0,0.00467060751953
149,incomp,Free,prime_left.png,target_both.png,green,dl,l,5.0,3,119,True,0.627949227768,5,2.402,52.0,95.0,44.0,0.00476133237726
150,incomp,Free,prime_left.png,target_both.png,green,dl,l,5.0,3,144,True,0.674141961048,3,0.851,52.0,93.0,57.0,0.00471922379302
151,comp,Free,prime_right.png,target_both.png,yellow,dl,l,-5.0,3,125,True,0.372395297003,5,1.061,49.0,94.0,26.0,0.0045756718041
152,comp,Free,prime_right.png,target_both.png,yellow,dl,l,-5.0,3,120,True,0.430093626521,6,0.931,51.0,112.0,61.0,0.00456035959223
153,incomp,Free,prime_left.png,target_both.png,green,dl,l,5.0,3,144,True,0.518556104318,3,1.112,55.0,102.0,45.0,0.0047509966339
154,incomp,Free,prime_left.png,target_both.png,green,dl,l,-5.0,3,130,True,1.07546011283,4,2.362,56.0,78.0,47.0,0.00457528899915
155,incomp,Free,prime_left.png,target_both.png,green,dl,l,5.0,3,104,True,0.435478548738,4,0.621,42.0,120.0,63.0,0.00460744464408
156,comp,Cued,prime_left.png,target_left.png,red,d,d,5.0,3,120,True,0.616806530961,5,1.952,45.0,103.0,50.0,0.00472764550977
157,comp,Cued,prime_right.png,target_right.png,yellow,l,l,-5.0,3,114,True,0.473401539028,3,0.861,47.0,125.0,43.0,0.00461088989186
158,incomp,Cued,prime_right.png,target_left.png,blue,d,d,-5.0,3,109,True,0.592403841219,5,3.383,41.0,111.0,56.0,0.0046487876175
159,incomp,Free,prime_right.png,target_both.png,blue,dl,d,5.0,3,130,True,0.522188161063,3,4.383,45.0,125.0,58.0,0.00462199124604
160,incomp,Cued,prime_right.png,target_left.png,blue,d,d,-5.0,3,120,True,0.42091510375,6,0.881,53.0,115.0,27.0,
161,incomp,Free,prime_right.png,target_both.png,cross,dl,NoResp,5.0,3,120,False,,0,0.0,,,,
162,incomp,Cued,prime_left.png,target_right.png,cross,l,NoResp,-5.0,3,104,False,,0,0.0,,,,
163,incomp,Cued,prime_left.png,target_right.png,cross,l,d,5.0,3,143,False,0.412161112035,0,0.0,,,,
164,incomp,Free,prime_left.png,target_both.png,cross,dl,NoResp,-5.0,3,133,False,,0,0.0,,,,
